sample,ok,nodes,edges,matched_api_count,nonzero_feature_count,katz_alpha,image_path,error
base,True,16321,45396,0,0,0.0008057296329453895,E:\Text to image\IFDroid\out_ifdroid_features\base\image_42x42.png,
